# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1215605073
# output
#   file = output_cal_pl_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
-2592.43,0.987963,0.097918,5,63,0,2604.8,51.863,26.0787,152.377,30.1477,96.0723,58.4582,36.3855,17.6368,49.0807,12.9127,75.2361,81.1508,29.7041,28.8296,76.4301,0.139549,0.265189,4.52973,-35.0729,-41.9299,-42.8182,-50.8745,-42.3658,-39.3905,-54.9747,-42.9937,-41.4945,-46.1038,-52.6456,-47.988,-35.4461,-43.1189,-46.0787,-43.4345,-36.456,-36.0164,-45.2202,-40.935,-35.6285,-45.4216,-34.857,-48.8148,-39.1402,-44.5918,-37.8901,-38.7453,-31.0438,-43.8603,-39.9661,-40.6565,-48.8645,-54.8119,-37.3342,-38.3772,-35.5231,-39.4958,-44.486,-52.4083,-49.1495,-49.4116,-50.8351,-48.7218,-37.8438,-32.5637,-43.4353,-40.8534,-45.0103,-33.6687,-40.497,-44.6008,-42.0113,-36.7418,-47.6111,-28.4849,-45.8153,-56.9073,-48.5345,-33.7459,-41.8385,-46.8239
-2591.33,0.990516,0.097918,5,31,0,2598.41,51.6109,27.3643,165.52,32.117,89.8745,74.3126,51.9833,16.0604,51.214,11.1906,74.5214,79.1188,26.0099,24.3151,57.8911,0.170962,0.22748,3.89802,-33.9299,-43.0831,-41.3578,-50.1606,-42.6716,-40.6088,-55.5839,-43.9143,-41.4356,-46.4917,-53.2782,-46.8909,-36.0586,-44.2351,-46.2152,-43.3105,-37.2745,-36.1199,-45.6888,-40.1309,-35.1767,-45.3057,-34.6245,-49.0509,-38.5673,-44.0231,-37.6733,-38.4506,-32.0357,-43.2667,-38.856,-39.5964,-48.1752,-55.2979,-37.37,-37.5696,-35.2918,-39.4385,-44.3594,-52.9854,-50.8987,-51.2768,-50.9617,-49.7149,-38.3517,-32.7987,-42.996,-40.9153,-45.1007,-33.8605,-40.8658,-44.3117,-40.5744,-36.8046,-47.708,-28.2263,-44.5237,-56.5772,-47.6584,-33.3354,-42.0252,-46.2072
-2591.21,0.977305,0.097918,5,63,0,2599.13,47.6646,29.3218,172.37,32.0802,101.577,68.4623,40.6556,15.3672,56.5053,18.1478,84.4058,92.3311,32.6222,29.5093,71.2884,0.165482,0.354412,4.97242,-34.5025,-41.8409,-42.3222,-50.318,-41.9861,-39.3085,-54.8622,-43.025,-40.7321,-46.3335,-52.2077,-47.0986,-35.3825,-44.1315,-45.3679,-42.9145,-36.8174,-35.9386,-45.2633,-40.9129,-35.5383,-45.4601,-34.7434,-51.1319,-39.1217,-44.628,-37.6752,-38.6577,-31.2638,-43.8149,-39.5727,-40.416,-48.9875,-54.75,-37.2156,-37.448,-35.4307,-39.1463,-44.508,-52.941,-50.5986,-49.8276,-50.3381,-50.1437,-38.125,-32.6614,-43.1197,-41.0463,-45.513,-33.8671,-40.8478,-44.661,-41.6588,-36.7348,-47.9339,-28.2833,-45.9555,-56.9364,-48.2688,-33.4399,-42.0214,-46.3829
-2590.68,0.933312,0.097918,5,31,0,2597.06,63.7552,31.2901,184.594,42.3718,102.63,78.658,58.1504,20.8638,56.6689,12.7447,76.4089,85.0384,25.4788,29.6523,59.1448,0.166663,0.325318,4.12503,-34.7184,-42.8514,-41.2415,-50.6667,-42.5238,-40.7749,-55.7696,-43.6959,-41.4332,-46.4613,-53.5042,-46.089,-35.9006,-43.996,-45.7514,-43.5733,-37.1708,-35.8903,-45.0871,-40.4132,-35.2427,-45.3812,-35.2857,-48.845,-39.7262,-44.5738,-37.1795,-38.2734,-33.646,-42.9518,-38.6945,-39.5154,-48.1476,-55.1743,-36.9179,-38.6957,-35.28,-39.1523,-43.8163,-53.2881,-51.8013,-50.6111,-50.2751,-49.209,-38.2118,-32.9288,-42.6532,-41.0465,-46.2485,-34.8563,-41.3839,-44.2193,-40.7514,-36.7369,-47.0129,-27.7843,-44.3345,-57.2496,-47.3593,-33.3657,-41.3984,-45.4185
-2590.34,0.983188,0.097918,5,31,0,2596.68,53.7269,28.2008,175.276,44.2822,107.137,74.8575,51.1184,16.4207,60.3951,14.1276,77.0419,90.9004,23.0992,31.6644,73.1244,0.170997,0.384127,5.47641,-34.5414,-41.9388,-41.6972,-50.7582,-42.3572,-40.1273,-55,-43.234,-41.1462,-47.9472,-52.2305,-46.8998,-35.4388,-43.9228,-45.512,-43.3772,-36.7069,-35.5536,-45.3308,-40.1425,-35.5137,-45.373,-34.9255,-51.4997,-39.2437,-44.3598,-37.2555,-37.8988,-31.8258,-43.0908,-39.3571,-40.1736,-48.3952,-55.2541,-36.6905,-37.2919,-34.7532,-39.0244,-43.2401,-53.2431,-51.5215,-50.609,-50.2141,-51.3346,-37.5282,-32.3008,-43.0921,-41.038,-46.8107,-33.9371,-41.0771,-44.4607,-41.2976,-35.9952,-47.1133,-27.9166,-44.9857,-57.7951,-48.5328,-33.2311,-41.5953,-46.2804
-2587.64,0.984344,0.097918,5,31,0,2594.94,50.9954,31.5076,190.221,39.6602,113.703,76.4537,53.58,18.0501,57.1131,17.973,84.8676,92.7509,33.7513,33.9228,70.6881,0.168639,0.192402,3.88058,-34.9145,-41.6993,-42.2953,-50.9114,-41.7661,-39.2869,-54.5117,-43.1032,-40.7243,-47.1389,-52.3143,-46.5919,-35.5604,-46.2982,-44.8557,-43.2012,-36.4796,-35.6409,-45.0711,-40.0671,-35.531,-45.5004,-34.7413,-51.8645,-39.2452,-44.5407,-36.9198,-37.6945,-32.197,-43.1297,-38.9357,-39.9452,-48.2949,-54.8207,-36.7341,-37.5666,-34.7394,-38.8438,-43.61,-54.1055,-51.1939,-50.1679,-50.6542,-50.3709,-38.1492,-32.4479,-43.4835,-40.3008,-46.2712,-34.1081,-40.8339,-44.2575,-41.5272,-36.1607,-47.1237,-28.5212,-45.6747,-57.216,-48.1668,-33.5696,-41.5247,-46.1914
-2590.11,1,0.097918,5,31,0,2593.62,58.8617,32.4276,180.622,43.1229,85.4814,74.9247,48.4449,18.4529,59.8761,11.1561,81.6428,93.9429,30.9151,28.433,54.7076,0.13899,0.0700235,2.55376,-33.8554,-42.2326,-41.4557,-51.1917,-42.578,-40.0452,-54.6795,-43.2942,-40.9805,-48.0452,-53.6958,-47.551,-35.4954,-45.5375,-45.8596,-43.7519,-36.2997,-35.3998,-44.7945,-40.0794,-35.0814,-44.5598,-34.8264,-50.8788,-39.8044,-44.6063,-37.1979,-37.6897,-32.0135,-43.1203,-39.1315,-39.381,-47.8717,-54.859,-36.5519,-38.1045,-34.8541,-38.8236,-43.4379,-54.042,-53.033,-50.151,-50.5674,-49.7276,-36.9972,-32.4738,-42.4089,-40.2066,-46.0744,-34.1707,-40.8688,-43.9344,-41.2792,-36.2151,-46.871,-28.1004,-44.9973,-57.0882,-49.1437,-32.905,-41.1456,-47.1617
-2596.78,0.993091,0.097918,5,31,0,2602.12,50.7017,29.7798,179.605,42.905,92.9001,76.4237,48.3991,18.1226,65.7898,15.8357,73.2015,87.3862,28.7643,27.7752,58.6035,0.193763,0.0637087,2.1453,-34.263,-42.8588,-40.8921,-51.0424,-42.8668,-40.2895,-55.3435,-43.6459,-41.2296,-47.649,-52.753,-46.8207,-35.5775,-44.9728,-46.0287,-43.3073,-37.351,-35.5739,-45.7458,-40.6949,-35.1688,-45.1667,-34.8057,-51.5797,-39.2202,-44.8819,-37.9291,-37.7289,-31.2549,-43.2872,-38.7667,-39.6087,-48.3109,-55.6393,-36.811,-37.5073,-35.5902,-39.2704,-43.5986,-53.6643,-52.4003,-50.9556,-50.1787,-51.4586,-36.0965,-32.1835,-42.1832,-41.3217,-46.8402,-32.7182,-41.267,-44.7958,-40.7145,-36.306,-47.3058,-27.6289,-44.8255,-57.2162,-48.2475,-33.3224,-41.9236,-46.3175
-2594.78,0.994689,0.097918,5,31,0,2605.81,50.9031,28.0964,175.389,42.9394,102.171,86.1125,48.8531,18.995,63.0838,21.5499,80.6542,84.1764,26.9298,28.9812,49.4613,0.163603,0.0900984,2.56785,-34.0462,-41.7771,-40.9109,-50.217,-42.8305,-40.6094,-55.7697,-43.5658,-40.8851,-47.1,-52.8845,-46.7081,-35.9125,-45.214,-45.0583,-42.5377,-37.8066,-35.4864,-46.2475,-39.8599,-35.1485,-45.6705,-34.8292,-50.4852,-39.28,-44.1171,-37.4268,-37.8063,-31.3864,-43.0958,-38.7612,-40.0693,-48.4413,-55.1142,-36.6953,-37.679,-34.9244,-39.3414,-43.7643,-53.6861,-52.249,-52.0108,-50.5443,-52.1046,-36.9281,-32.1726,-42.9565,-41.6453,-46.5954,-33.5753,-40.1562,-45.0324,-40.5192,-36.0785,-47.0718,-28.3481,-44.8641,-57.2399,-47.956,-34.137,-42.1274,-47.162
-2594.48,0.960187,0.097918,5,31,0,2604.37,63.5291,32.5388,202.124,37.8235,135.293,70.3233,49.8033,16.7434,57.728,18.3954,92.2382,107.691,28.1349,31.5737,79.4899,0.152187,0.367304,4.86614,-35.1409,-41.8314,-42.4704,-50.4868,-41.2317,-38.9601,-54.7874,-42.8868,-40.2353,-46.7914,-51.9463,-46.7433,-35.1294,-45.0952,-45.4938,-43.2596,-36.3484,-35.868,-44.5667,-40.6691,-35.9577,-45.3441,-35.0241,-51.7359,-39.9381,-44.8595,-37.0508,-38.7022,-32.9623,-43.4045,-39.4979,-39.9773,-49.343,-54.8387,-37.0498,-38.1411,-35.1096,-38.6172,-43.9253,-53.588,-50.7651,-49.0563,-49.9053,-49.1341,-39.5625,-32.8191,-43.2072,-40.8696,-45.8611,-35.2216,-42.083,-43.9139,-42.6458,-36.6465,-48.1271,-28.4699,-45.6389,-58.0428,-49.2663,-32.8258,-41.2185,-45.9553
-2590.24,0.925861,0.097918,5,31,0,2602.39,59.8851,28.7173,181.207,37.346,105.735,80.0683,52.3439,20.0682,59.1655,17.8765,81.3418,88.6825,21.9696,27.2278,80.1002,0.172688,0.373296,4.29497,-34.4512,-42.6844,-40.7843,-49.9421,-42.1389,-40.6784,-55.7418,-43.5701,-41.7811,-46.1311,-52.7182,-46.1778,-35.8914,-43.9478,-45.7189,-42.7248,-37.7046,-35.8566,-45.8723,-40.4846,-35.1596,-45.6462,-34.8895,-49.4891,-38.8076,-44.4488,-37.4309,-38.6404,-32.4536,-43.1052,-38.8194,-39.8476,-48.3987,-55.1879,-36.954,-37.8309,-35.2596,-39.1907,-44.1698,-52.7764,-51.0475,-51.1886,-50.3415,-50.1295,-38.3926,-32.6182,-42.8641,-41.7688,-45.8378,-34.3689,-41.4903,-44.4174,-40.6528,-36.6572,-47.8164,-28.2333,-44.4784,-57.1048,-47.8883,-33.6107,-41.8739,-45.6024
-2593.67,0.993015,0.097918,5,31,0,2603.07,55.9544,34.8461,201.463,49.9145,105.549,75.7698,52.228,20.5656,56.2838,11.342,88.3808,103.652,32.086,35.2552,49.2236,0.172443,0.367623,4.53723,-34.907,-42.4773,-42.2609,-52.1598,-42.5417,-39.7966,-55.112,-43.3641,-40.3694,-46.9983,-53.3589,-46.1518,-35.4335,-44.5603,-45.2314,-44.0909,-36.1824,-36.1044,-43.953,-40.5889,-36.0204,-44.9235,-35.4743,-52.0688,-41.3634,-44.7581,-36.8611,-38.1851,-33.745,-43.1969,-38.7364,-39.5727,-48.7079,-54.9921,-37.0037,-39.1286,-35.1658,-38.6899,-43.5487,-54.0351,-51.599,-48.8639,-49.8164,-48.4375,-38.2269,-33.2522,-42.7293,-40.163,-46.2488,-36.0926,-42.944,-43.4925,-41.2215,-36.6265,-47.2645,-27.5008,-44.6303,-58.2848,-47.5511,-32.6554,-40.7915,-45.1926
-2596.76,0.99018,0.097918,5,63,0,2607.27,53.2454,27.9444,188.803,49.8712,118.414,85.1199,38.8173,18.7354,63.0922,14.6142,78.583,95.6828,31.2872,27.5173,52.713,0.162714,0.109023,2.7315,-34.161,-42.3064,-40.9,-51.4059,-43.1192,-40.3159,-55.1471,-43.3718,-40.8433,-48.0156,-53.0611,-47.3635,-35.9492,-45.2878,-45.2543,-43.4197,-36.8885,-35.6325,-45.4995,-39.7324,-36.0579,-44.8628,-35.1451,-52.0958,-40.2897,-43.7096,-37.2278,-37.5861,-31.3081,-43.0501,-38.6648,-39.7318,-48.8547,-55.1996,-36.8129,-38.1167,-34.8625,-39.204,-43.4726,-53.4609,-51.6597,-50.9659,-50.1671,-51.6579,-36.4274,-32.2824,-42.7501,-41.1539,-46.5892,-34.7771,-41.175,-44.3127,-40.979,-36.289,-47.371,-27.9893,-44.18,-58.3895,-48.515,-33.227,-41.5471,-46.9749
-2596.48,0.739336,0.097918,5,31,0,2606.1,58.4345,31.7475,165.741,34.0797,100.717,62.0623,61.1673,19.0472,49.1608,17.5035,82.6832,84.4903,17.8859,27.6374,68.6049,0.131868,0.0693405,2.64722,-34.577,-41.5083,-41.9349,-50.6248,-41.2435,-39.6309,-55.2303,-43.4448,-40.9938,-46.6618,-52.9838,-47.0188,-35.163,-45.7931,-46.3115,-43.1453,-36.9497,-35.7149,-45.3975,-40.5765,-35.0962,-45.6598,-34.483,-49.3596,-38.9033,-45.9511,-37.5215,-38.6355,-32.7941,-43.46,-39.6634,-39.3815,-48.2199,-55.4164,-37.1117,-38.3239,-35.0662,-38.9508,-43.6346,-54.813,-50.7885,-50.2145,-51.8296,-47.5859,-39.4855,-32.757,-43.3742,-40.6663,-45.6948,-33.6623,-41.6714,-43.663,-42.1168,-36.0858,-47.3875,-28.7783,-45.3483,-56.2374,-49.3711,-33.4123,-41.1635,-46.8246
-2596.16,0.894133,0.097918,5,31,0,2605.42,43.8078,28.2291,186.06,40.8653,105.613,81.2584,36.1137,18.9069,60.6765,14.4453,70.4302,88.029,31.8074,33.2123,58.5871,0.136678,0.0465981,2.25712,-34.299,-41.9693,-41.7377,-50.945,-43.3259,-40.022,-55.0175,-43.3408,-40.8131,-48.3045,-52.6329,-47.7036,-35.839,-45.2966,-45.0364,-43.7102,-36.7456,-35.7618,-45.8764,-39.6824,-35.7307,-45.4735,-35.3397,-50.5064,-39.2995,-44.0597,-37.3858,-38.0809,-30.9054,-43.2859,-38.574,-40.4571,-48.2581,-55.3618,-36.9057,-37.808,-35.331,-39.3895,-44.1054,-52.664,-50.7557,-50.9321,-50.8641,-51.2045,-36.4797,-32.1971,-43.4006,-40.8801,-45.3867,-33.8344,-39.7637,-44.9479,-40.7243,-36.4678,-47.3873,-28.2908,-45.2602,-57.6185,-47.9562,-33.7288,-41.8174,-47.1224
-2594.67,0.977448,0.097918,5,31,0,2604.63,67.2061,33.958,180.003,39.291,106.361,71.027,69.3928,19.3176,55.9717,16.9573,87.9854,91.2287,26.889,28.3713,77.9598,0.189949,0.203839,3.19712,-34.9912,-42.6605,-41.0229,-51.0552,-41.3895,-40.1874,-55.198,-43.2446,-41.607,-45.6519,-52.924,-46.0258,-35.3917,-44.8932,-46.1844,-43.3838,-37.2015,-35.7851,-44.8938,-41.157,-35.01,-45.1816,-34.6698,-50.6246,-39.426,-45.5612,-37.5473,-38.2035,-33.5184,-43.2464,-39.2176,-39.2909,-48.3865,-55.244,-37.0057,-38.3981,-35.2613,-38.7485,-43.7117,-54.5781,-51.9809,-50.2089,-50.3588,-48.8625,-39.1761,-33.1042,-42.4836,-40.8189,-46.6142,-33.99,-42.6912,-43.9306,-41.7536,-36.5958,-47.4909,-28.205,-44.989,-56.6192,-48.6009,-33.1556,-41.6675,-45.4507
-2594.67,1,0.097918,5,31,0,2600.1,57.3766,32.3248,208.338,45.5627,108.889,88.9761,39.6888,21.6305,67.7252,14.3913,85.0914,108.525,30.914,37.9055,59.6814,0.148839,0.313881,4.45483,-34.4592,-41.8685,-42.0788,-50.7184,-42.8825,-40.0277,-54.7012,-42.9385,-40.578,-48.4791,-52.8768,-46.6568,-35.5802,-44.6017,-44.6037,-43.8646,-36.1217,-35.6327,-44.8052,-39.9965,-35.8053,-45.0289,-35.6739,-52.1989,-40.3337,-44.0209,-36.5759,-38.4549,-32.2849,-42.8439,-38.7666,-40.5487,-48.4529,-54.8123,-36.6637,-38.5227,-34.9945,-38.7876,-43.9275,-52.9108,-52.4946,-50.2086,-49.8736,-51.5738,-37.8114,-32.62,-43.2085,-40.6826,-46.1646,-35.7167,-40.913,-44.5149,-40.677,-36.7044,-47.376,-28.2842,-45.3673,-58.6658,-48.0686,-33.1742,-41.2092,-46.1572
-2591.02,0.977256,0.097918,5,31,0,2600.43,65.6254,32.5472,195.733,45.182,114.743,84.6919,40.9291,23.3037,64.7416,15.3047,84.5646,102.448,28.8118,36.9802,59.7526,0.142768,0.147557,2.98683,-34.793,-41.5819,-41.6568,-50.9467,-42.6464,-40.1428,-54.8685,-42.7612,-40.8081,-47.6543,-52.9883,-46.7455,-35.4107,-44.3017,-45.022,-43.6561,-36.2497,-35.4034,-44.7878,-40.0746,-35.565,-44.8886,-35.507,-50.8718,-40.3973,-44.4441,-36.683,-38.3073,-32.2991,-42.8297,-38.7375,-40.2955,-48.4602,-54.6504,-36.4823,-39.0997,-35.0219,-38.761,-43.6661,-53.3374,-52.1334,-50.1738,-50.0797,-50.7361,-37.5736,-32.6131,-43.0431,-40.6937,-46.0978,-35.2148,-41.0496,-44.4141,-41.0051,-36.483,-47.1628,-28.3918,-45.1643,-58.1429,-48.3779,-33.3326,-41.1935,-46.3609
